ip,country,region_code
10.3.190.58,BR,APAC
10.3.191.61,JP,LATAM
10.3.192.64,US,NA
10.3.193.67,IN,EU
10.3.194.70,DE,APAC
10.3.195.73,GB,LATAM
10.3.196.76,BR,NA
10.3.197.79,JP,EU
10.3.198.82,US,APAC
10.3.199.85,IN,LATAM
10.3.200.88,DE,NA
10.3.201.91,GB,EU
10.3.202.94,BR,APAC
10.3.203.97,JP,LATAM
10.3.204.100,US,NA
10.3.205.103,IN,EU
10.3.206.106,DE,APAC
10.3.207.109,GB,LATAM
10.3.208.112,BR,NA
10.3.209.115,JP,EU
10.3.210.118,US,APAC
10.3.211.121,IN,LATAM
10.3.212.124,DE,NA
10.3.213.127,GB,EU
10.3.214.130,BR,APAC
10.3.215.133,JP,LATAM
10.3.216.136,US,NA
10.3.217.139,IN,EU
10.3.218.142,DE,APAC
10.3.219.145,GB,LATAM
10.3.220.148,BR,NA
10.3.221.151,JP,EU
10.3.222.154,US,APAC
10.3.223.157,IN,LATAM
10.3.224.160,DE,NA
10.3.225.163,GB,EU
10.3.226.166,BR,APAC
10.3.227.169,JP,LATAM
10.3.228.172,US,NA
10.3.229.175,IN,EU
10.3.230.178,DE,APAC
10.3.231.181,GB,LATAM
10.3.232.184,BR,NA
10.3.233.187,JP,EU
10.3.234.190,US,APAC
10.3.235.193,IN,LATAM
10.3.236.196,DE,NA
10.3.237.199,GB,EU
10.3.238.202,BR,APAC
10.3.239.205,JP,LATAM
10.3.240.208,US,NA
10.3.241.211,IN,EU
10.3.242.214,DE,APAC
10.3.243.217,GB,LATAM
10.3.244.220,BR,NA
10.3.245.223,JP,EU
10.3.246.226,US,APAC
10.3.247.229,IN,LATAM
10.3.248.232,DE,NA
10.3.249.235,GB,EU
10.3.250.238,BR,APAC
10.3.251.241,JP,LATAM
10.3.252.244,US,NA
10.3.253.247,IN,EU
10.3.254.250,DE,APAC
10.3.255.253,GB,LATAM
10.4.0.0,BR,NA
10.4.1.3,JP,EU
10.4.2.6,US,APAC
10.4.3.9,IN,LATAM
10.4.4.12,DE,NA
10.4.5.15,GB,EU
10.4.6.18,BR,APAC
10.4.7.21,JP,LATAM
10.4.8.24,US,NA
10.4.9.27,IN,EU
10.4.10.30,DE,APAC
10.4.11.33,GB,LATAM
10.4.12.36,BR,NA
10.4.13.39,JP,EU
10.4.14.42,US,APAC
10.4.15.45,IN,LATAM
10.4.16.48,DE,NA
10.4.17.51,GB,EU
10.4.18.54,BR,APAC
10.4.19.57,JP,LATAM
10.4.20.60,US,NA
10.4.21.63,IN,EU
10.4.22.66,DE,APAC
10.4.23.69,GB,LATAM
10.4.24.72,BR,NA
10.4.25.75,JP,EU
10.4.26.78,US,APAC
10.4.27.81,IN,LATAM
10.4.28.84,DE,NA
10.4.29.87,GB,EU
10.4.30.90,BR,APAC
10.4.31.93,JP,LATAM
10.4.32.96,US,NA
10.4.33.99,IN,EU
10.4.34.102,DE,APAC
10.4.35.105,GB,LATAM
10.4.36.108,BR,NA
10.4.37.111,JP,EU
10.4.38.114,US,APAC
10.4.39.117,IN,LATAM
10.4.40.120,DE,NA
10.4.41.123,GB,EU
10.4.42.126,BR,APAC
10.4.43.129,JP,LATAM
10.4.44.132,US,NA
10.4.45.135,IN,EU
10.4.46.138,DE,APAC
10.4.47.141,GB,LATAM
10.4.48.144,BR,NA
10.4.49.147,JP,EU
10.4.50.150,US,APAC
10.4.51.153,IN,LATAM
10.4.52.156,DE,NA
10.4.53.159,GB,EU
10.4.54.162,BR,APAC
10.4.55.165,JP,LATAM
10.4.56.168,US,NA
10.4.57.171,IN,EU
10.4.58.174,DE,APAC
10.4.59.177,GB,LATAM
10.4.60.180,BR,NA
10.4.61.183,JP,EU
10.4.62.186,US,APAC
10.4.63.189,IN,LATAM
10.4.64.192,DE,NA
10.4.65.195,GB,EU
10.4.66.198,BR,APAC
10.4.67.201,JP,LATAM
10.4.68.204,US,NA
10.4.69.207,IN,EU
10.4.70.210,DE,APAC
10.4.71.213,GB,LATAM
10.4.72.216,BR,NA
10.4.73.219,JP,EU
10.4.74.222,US,APAC
10.4.75.225,IN,LATAM
10.4.76.228,DE,NA
10.4.77.231,GB,EU
10.4.78.234,BR,APAC
10.4.79.237,JP,LATAM
10.4.80.240,US,NA
10.4.81.243,IN,EU
10.4.82.246,DE,APAC
10.4.83.249,GB,LATAM
10.4.84.252,BR,NA
10.4.85.255,JP,EU
10.4.86.2,US,APAC
10.4.87.5,IN,LATAM
10.4.88.8,DE,NA
10.4.89.11,GB,EU
10.4.90.14,BR,APAC
10.4.91.17,JP,LATAM
10.4.92.20,US,NA
10.4.93.23,IN,EU
10.4.94.26,DE,APAC
10.4.95.29,GB,LATAM
10.4.96.32,BR,NA
10.4.97.35,JP,EU
10.4.98.38,US,APAC
10.4.99.41,IN,LATAM
10.4.100.44,DE,NA
10.4.101.47,GB,EU
10.4.102.50,BR,APAC
10.4.103.53,JP,LATAM
10.4.104.56,US,NA
10.4.105.59,IN,EU
10.4.106.62,DE,APAC
10.4.107.65,GB,LATAM
10.4.108.68,BR,NA
10.4.109.71,JP,EU
10.4.110.74,US,APAC
10.4.111.77,IN,LATAM
10.4.112.80,DE,NA
10.4.113.83,GB,EU
10.4.114.86,BR,APAC
10.4.115.89,JP,LATAM
10.4.116.92,US,NA
10.4.117.95,IN,EU
10.4.118.98,DE,APAC
10.4.119.101,GB,LATAM
10.4.120.104,BR,NA
10.4.121.107,JP,EU
10.4.122.110,US,APAC
10.4.123.113,IN,LATAM
10.4.124.116,DE,NA
10.4.125.119,GB,EU
10.4.126.122,BR,APAC
10.4.127.125,JP,LATAM
10.4.128.128,US,NA
10.4.129.131,IN,EU
10.4.130.134,DE,APAC
10.4.131.137,GB,LATAM
10.4.132.140,BR,NA
10.4.133.143,JP,EU
10.4.134.146,US,APAC
10.4.135.149,IN,LATAM
10.4.136.152,DE,NA
10.4.137.155,GB,EU
10.4.138.158,BR,APAC
10.4.139.161,JP,LATAM
10.4.140.164,US,NA
10.4.141.167,IN,EU
10.4.142.170,DE,APAC
10.4.143.173,GB,LATAM
10.4.144.176,BR,NA
10.4.145.179,JP,EU
10.4.146.182,US,APAC
10.4.147.185,IN,LATAM
10.4.148.188,DE,NA
10.4.149.191,GB,EU
10.4.150.194,BR,APAC
10.4.151.197,JP,LATAM
10.4.152.200,US,NA
10.4.153.203,IN,EU
10.4.154.206,DE,APAC
10.4.155.209,GB,LATAM
10.4.156.212,BR,NA
10.4.157.215,JP,EU
10.4.158.218,US,APAC
10.4.159.221,IN,LATAM
10.4.160.224,DE,NA
10.4.161.227,GB,EU
10.4.162.230,BR,APAC
10.4.163.233,JP,LATAM
10.4.164.236,US,NA
10.4.165.239,IN,EU
10.4.166.242,DE,APAC
10.4.167.245,GB,LATAM
10.4.168.248,BR,NA
10.4.169.251,JP,EU
10.4.170.254,US,APAC
10.4.171.1,IN,LATAM
10.4.172.4,DE,NA
10.4.173.7,GB,EU
10.4.174.10,BR,APAC
10.4.175.13,JP,LATAM
10.4.176.16,US,NA
10.4.177.19,IN,EU
10.4.178.22,DE,APAC
10.4.179.25,GB,LATAM
10.4.180.28,BR,NA
10.4.181.31,JP,EU
10.4.182.34,US,APAC
10.4.183.37,IN,LATAM
10.4.184.40,DE,NA
10.4.185.43,GB,EU
10.4.186.46,BR,APAC
10.4.187.49,JP,LATAM
10.4.188.52,US,NA
10.4.189.55,IN,EU
10.4.190.58,DE,APAC
10.4.191.61,GB,LATAM
10.4.192.64,BR,NA
10.4.193.67,JP,EU
10.4.194.70,US,APAC
10.4.195.73,IN,LATAM
10.4.196.76,DE,NA
10.4.197.79,GB,EU
10.4.198.82,BR,APAC
10.4.199.85,JP,LATAM
10.4.200.88,US,NA
10.4.201.91,IN,EU
10.4.202.94,DE,APAC
10.4.203.97,GB,LATAM
10.4.204.100,BR,NA
10.4.205.103,JP,EU
10.4.206.106,US,APAC
10.4.207.109,IN,LATAM
10.4.208.112,DE,NA
10.4.209.115,GB,EU
10.4.210.118,BR,APAC
10.4.211.121,JP,LATAM
10.4.212.124,US,NA
10.4.213.127,IN,EU
10.4.214.130,DE,APAC
10.4.215.133,GB,LATAM
10.4.216.136,BR,NA
10.4.217.139,JP,EU
10.4.218.142,US,APAC
10.4.219.145,IN,LATAM
10.4.220.148,DE,NA
10.4.221.151,GB,EU
10.4.222.154,BR,APAC
10.4.223.157,JP,LATAM
10.4.224.160,US,NA
10.4.225.163,IN,EU
10.4.226.166,DE,APAC
10.4.227.169,GB,LATAM
10.4.228.172,BR,NA
10.4.229.175,JP,EU
10.4.230.178,US,APAC
10.4.231.181,IN,LATAM
10.4.232.184,DE,NA
10.4.233.187,GB,EU
10.4.234.190,BR,APAC
10.4.235.193,JP,LATAM
10.4.236.196,US,NA
10.4.237.199,IN,EU
10.4.238.202,DE,APAC
10.4.239.205,GB,LATAM
10.4.240.208,BR,NA
10.4.241.211,JP,EU
10.4.242.214,US,APAC
10.4.243.217,IN,LATAM
10.4.244.220,DE,NA
10.4.245.223,GB,EU
10.4.246.226,BR,APAC
10.4.247.229,JP,LATAM
10.4.248.232,US,NA
10.4.249.235,IN,EU
10.4.250.238,DE,APAC
10.4.251.241,GB,LATAM
10.4.252.244,BR,NA
10.4.253.247,JP,EU
10.4.254.250,US,APAC
10.4.255.253,IN,LATAM
10.5.0.0,DE,NA
10.5.1.3,GB,EU
10.5.2.6,BR,APAC
10.5.3.9,JP,LATAM
10.5.4.12,US,NA
10.5.5.15,IN,EU
10.5.6.18,DE,APAC
10.5.7.21,GB,LATAM
10.5.8.24,BR,NA
10.5.9.27,JP,EU
10.5.10.30,US,APAC
10.5.11.33,IN,LATAM
10.5.12.36,DE,NA
10.5.13.39,GB,EU
10.5.14.42,BR,APAC
10.5.15.45,JP,LATAM
10.5.16.48,US,NA
10.5.17.51,IN,EU
10.5.18.54,DE,APAC
10.5.19.57,GB,LATAM
10.5.20.60,BR,NA
10.5.21.63,JP,EU
10.5.22.66,US,APAC
10.5.23.69,IN,LATAM
10.5.24.72,DE,NA
10.5.25.75,GB,EU
10.5.26.78,BR,APAC
10.5.27.81,JP,LATAM
10.5.28.84,US,NA
10.5.29.87,IN,EU
10.5.30.90,DE,APAC
10.5.31.93,GB,LATAM
10.5.32.96,BR,NA
10.5.33.99,JP,EU
10.5.34.102,US,APAC
10.5.35.105,IN,LATAM
10.5.36.108,DE,NA
10.5.37.111,GB,EU
10.5.38.114,BR,APAC
10.5.39.117,JP,LATAM
10.5.40.120,US,NA
10.5.41.123,IN,EU
10.5.42.126,DE,APAC
10.5.43.129,GB,LATAM
10.5.44.132,BR,NA
10.5.45.135,JP,EU
10.5.46.138,US,APAC
10.5.47.141,IN,LATAM
10.5.48.144,DE,NA
10.5.49.147,GB,EU
10.5.50.150,BR,APAC
10.5.51.153,JP,LATAM
10.5.52.156,US,NA
10.5.53.159,IN,EU
10.5.54.162,DE,APAC
10.5.55.165,GB,LATAM
10.5.56.168,BR,NA
10.5.57.171,JP,EU
10.5.58.174,US,APAC
10.5.59.177,IN,LATAM
10.5.60.180,DE,NA
10.5.61.183,GB,EU
10.5.62.186,BR,APAC
10.5.63.189,JP,LATAM
10.5.64.192,US,NA
10.5.65.195,IN,EU
10.5.66.198,DE,APAC
10.5.67.201,GB,LATAM
10.5.68.204,BR,NA
10.5.69.207,JP,EU
10.5.70.210,US,APAC
10.5.71.213,IN,LATAM
10.5.72.216,DE,NA
10.5.73.219,GB,EU
10.5.74.222,BR,APAC
10.5.75.225,JP,LATAM
10.5.76.228,US,NA
10.5.77.231,IN,EU
10.5.78.234,DE,APAC
10.5.79.237,GB,LATAM
10.5.80.240,BR,NA
10.5.81.243,JP,EU
10.5.82.246,US,APAC
10.5.83.249,IN,LATAM
10.5.84.252,DE,NA
10.5.85.255,GB,EU
10.5.86.2,BR,APAC
10.5.87.5,JP,LATAM
10.5.88.8,US,NA
10.5.89.11,IN,EU
10.5.90.14,DE,APAC
10.5.91.17,GB,LATAM
10.5.92.20,BR,NA
10.5.93.23,JP,EU
10.5.94.26,US,APAC
10.5.95.29,IN,LATAM
10.5.96.32,DE,NA
10.5.97.35,GB,EU
10.5.98.38,BR,APAC
10.5.99.41,JP,LATAM
10.5.100.44,US,NA
10.5.101.47,IN,EU
10.5.102.50,DE,APAC
10.5.103.53,GB,LATAM
10.5.104.56,BR,NA
10.5.105.59,JP,EU
10.5.106.62,US,APAC
10.5.107.65,IN,LATAM
10.5.108.68,DE,NA
10.5.109.71,GB,EU
10.5.110.74,BR,APAC
10.5.111.77,JP,LATAM
10.5.112.80,US,NA
10.5.113.83,IN,EU
10.5.114.86,DE,APAC
10.5.115.89,GB,LATAM
10.5.116.92,BR,NA
10.5.117.95,JP,EU
10.5.118.98,US,APAC
10.5.119.101,IN,LATAM
10.5.120.104,DE,NA
10.5.121.107,GB,EU
10.5.122.110,BR,APAC
10.5.123.113,JP,LATAM
10.5.124.116,US,NA
10.5.125.119,IN,EU
10.5.126.122,DE,APAC
10.5.127.125,GB,LATAM
10.5.128.128,BR,NA
10.5.129.131,JP,EU
10.5.130.134,US,APAC
10.5.131.137,IN,LATAM
10.5.132.140,DE,NA
10.5.133.143,GB,EU
10.5.134.146,BR,APAC
10.5.135.149,JP,LATAM
10.5.136.152,US,NA
10.5.137.155,IN,EU
10.5.138.158,DE,APAC
10.5.139.161,GB,LATAM
10.5.140.164,BR,NA
10.5.141.167,JP,EU
10.5.142.170,US,APAC
10.5.143.173,IN,LATAM
10.5.144.176,DE,NA
10.5.145.179,GB,EU
10.5.146.182,BR,APAC
10.5.147.185,JP,LATAM
10.5.148.188,US,NA
10.5.149.191,IN,EU
10.5.150.194,DE,APAC
10.5.151.197,GB,LATAM
10.5.152.200,BR,NA
10.5.153.203,JP,EU
10.5.154.206,US,APAC
10.5.155.209,IN,LATAM
10.5.156.212,DE,NA
10.5.157.215,GB,EU
10.5.158.218,BR,APAC
10.5.159.221,JP,LATAM
10.5.160.224,US,NA
10.5.161.227,IN,EU
10.5.162.230,DE,APAC
10.5.163.233,GB,LATAM
10.5.164.236,BR,NA
10.5.165.239,JP,EU
10.5.166.242,US,APAC
10.5.167.245,IN,LATAM
10.5.168.248,DE,NA
10.5.169.251,GB,EU
10.5.170.254,BR,APAC
10.5.171.1,JP,LATAM
10.5.172.4,US,NA
10.5.173.7,IN,EU
10.5.174.10,DE,APAC
10.5.175.13,GB,LATAM
10.5.176.16,BR,NA
10.5.177.19,JP,EU
10.5.178.22,US,APAC
10.5.179.25,IN,LATAM
10.5.180.28,DE,NA
10.5.181.31,GB,EU
10.5.182.34,BR,APAC
10.5.183.37,JP,LATAM
10.5.184.40,US,NA
10.5.185.43,IN,EU
10.5.186.46,DE,APAC
10.5.187.49,GB,LATAM
10.5.188.52,BR,NA
10.5.189.55,JP,EU
10.5.190.58,US,APAC
10.5.191.61,IN,LATAM
10.5.192.64,DE,NA
10.5.193.67,GB,EU
10.5.194.70,BR,APAC
10.5.195.73,JP,LATAM
10.5.196.76,US,NA
10.5.197.79,IN,EU
10.5.198.82,DE,APAC
10.5.199.85,GB,LATAM
10.5.200.88,BR,NA
10.5.201.91,JP,EU
10.5.202.94,US,APAC
10.5.203.97,IN,LATAM
10.5.204.100,DE,NA
10.5.205.103,GB,EU
10.5.206.106,BR,APAC
10.5.207.109,JP,LATAM
10.5.208.112,US,NA
10.5.209.115,IN,EU
10.5.210.118,DE,APAC
10.5.211.121,GB,LATAM
10.5.212.124,BR,NA
10.5.213.127,JP,EU
10.5.214.130,US,APAC
10.5.215.133,IN,LATAM
10.5.216.136,DE,NA
10.5.217.139,GB,EU
10.5.218.142,BR,APAC
10.5.219.145,JP,LATAM
10.5.220.148,US,NA
10.5.221.151,IN,EU
10.5.222.154,DE,APAC
10.5.223.157,GB,LATAM
10.5.224.160,BR,NA
10.5.225.163,JP,EU
10.5.226.166,US,APAC
10.5.227.169,IN,LATAM
10.5.228.172,DE,NA
10.5.229.175,GB,EU
10.5.230.178,BR,APAC
10.5.231.181,JP,LATAM
10.5.232.184,US,NA
10.5.233.187,IN,EU
10.5.234.190,DE,APAC
10.5.235.193,GB,LATAM
10.5.236.196,BR,NA
10.5.237.199,JP,EU
10.5.238.202,US,APAC
10.5.239.205,IN,LATAM
10.5.240.208,DE,NA
10.5.241.211,GB,EU
10.5.242.214,BR,APAC
10.5.243.217,JP,LATAM
10.5.244.220,US,NA
10.5.245.223,IN,EU
10.5.246.226,DE,APAC
10.5.247.229,GB,LATAM
10.5.248.232,BR,NA
10.5.249.235,JP,EU
10.5.250.238,US,APAC
10.5.251.241,IN,LATAM
10.5.252.244,DE,NA
10.5.253.247,GB,EU
10.5.254.250,BR,APAC
10.5.255.253,JP,LATAM
10.6.0.0,US,NA
10.6.1.3,IN,EU
10.6.2.6,DE,APAC
10.6.3.9,GB,LATAM
10.6.4.12,BR,NA
10.6.5.15,JP,EU
10.6.6.18,US,APAC
10.6.7.21,IN,LATAM
10.6.8.24,DE,NA
10.6.9.27,GB,EU
10.6.10.30,BR,APAC
10.6.11.33,JP,LATAM
10.6.12.36,US,NA
10.6.13.39,IN,EU
10.6.14.42,DE,APAC
10.6.15.45,GB,LATAM
10.6.16.48,BR,NA
10.6.17.51,JP,EU
10.6.18.54,US,APAC
10.6.19.57,IN,LATAM
10.6.20.60,DE,NA
10.6.21.63,GB,EU
10.6.22.66,BR,APAC
10.6.23.69,JP,LATAM
10.6.24.72,US,NA
10.6.25.75,IN,EU
10.6.26.78,DE,APAC
10.6.27.81,GB,LATAM
10.6.28.84,BR,NA
10.6.29.87,JP,EU
10.6.30.90,US,APAC
10.6.31.93,IN,LATAM
10.6.32.96,DE,NA
10.6.33.99,GB,EU
10.6.34.102,BR,APAC
10.6.35.105,JP,LATAM
10.6.36.108,US,NA
10.6.37.111,IN,EU
10.6.38.114,DE,APAC
10.6.39.117,GB,LATAM
10.6.40.120,BR,NA
10.6.41.123,JP,EU
10.6.42.126,US,APAC
10.6.43.129,IN,LATAM
10.6.44.132,DE,NA
10.6.45.135,GB,EU
10.6.46.138,BR,APAC
10.6.47.141,JP,LATAM
10.6.48.144,US,NA
10.6.49.147,IN,EU
10.6.50.150,DE,APAC
10.6.51.153,GB,LATAM
10.6.52.156,BR,NA
10.6.53.159,JP,EU
10.6.54.162,US,APAC
10.6.55.165,IN,LATAM
10.6.56.168,DE,NA
10.6.57.171,GB,EU
10.6.58.174,BR,APAC
10.6.59.177,JP,LATAM
10.6.60.180,US,NA
10.6.61.183,IN,EU
10.6.62.186,DE,APAC
10.6.63.189,GB,LATAM
10.6.64.192,BR,NA
10.6.65.195,JP,EU
10.6.66.198,US,APAC
10.6.67.201,IN,LATAM
10.6.68.204,DE,NA
10.6.69.207,GB,EU
10.6.70.210,BR,APAC
10.6.71.213,JP,LATAM
10.6.72.216,US,NA
10.6.73.219,IN,EU
10.6.74.222,DE,APAC
10.6.75.225,GB,LATAM
10.6.76.228,BR,NA
10.6.77.231,JP,EU
10.6.78.234,US,APAC
10.6.79.237,IN,LATAM
10.6.80.240,DE,NA
10.6.81.243,GB,EU
10.6.82.246,BR,APAC
10.6.83.249,JP,LATAM
10.6.84.252,US,NA
10.6.85.255,IN,EU
10.6.86.2,DE,APAC
10.6.87.5,GB,LATAM
10.6.88.8,BR,NA
10.6.89.11,JP,EU
10.6.90.14,US,APAC
10.6.91.17,IN,LATAM
10.6.92.20,DE,NA
10.6.93.23,GB,EU
10.6.94.26,BR,APAC
10.6.95.29,JP,LATAM
10.6.96.32,US,NA
10.6.97.35,IN,EU
10.6.98.38,DE,APAC
10.6.99.41,GB,LATAM
10.6.100.44,BR,NA
10.6.101.47,JP,EU
10.6.102.50,US,APAC
10.6.103.53,IN,LATAM
10.6.104.56,DE,NA
10.6.105.59,GB,EU
10.6.106.62,BR,APAC
10.6.107.65,JP,LATAM
10.6.108.68,US,NA
10.6.109.71,IN,EU
10.6.110.74,DE,APAC
10.6.111.77,GB,LATAM
10.6.112.80,BR,NA
10.6.113.83,JP,EU
10.6.114.86,US,APAC
10.6.115.89,IN,LATAM
10.6.116.92,DE,NA
10.6.117.95,GB,EU
10.6.118.98,BR,APAC
10.6.119.101,JP,LATAM
10.6.120.104,US,NA
10.6.121.107,IN,EU
10.6.122.110,DE,APAC
10.6.123.113,GB,LATAM
10.6.124.116,BR,NA
10.6.125.119,JP,EU
10.6.126.122,US,APAC
10.6.127.125,IN,LATAM
10.6.128.128,DE,NA
10.6.129.131,GB,EU
10.6.130.134,BR,APAC
10.6.131.137,JP,LATAM
10.6.132.140,US,NA
10.6.133.143,IN,EU
10.6.134.146,DE,APAC
10.6.135.149,GB,LATAM
10.6.136.152,BR,NA
10.6.137.155,JP,EU
10.6.138.158,US,APAC
10.6.139.161,IN,LATAM
10.6.140.164,DE,NA
10.6.141.167,GB,EU
10.6.142.170,BR,APAC
10.6.143.173,JP,LATAM
10.6.144.176,US,NA
10.6.145.179,IN,EU
10.6.146.182,DE,APAC
10.6.147.185,GB,LATAM
10.6.148.188,BR,NA
10.6.149.191,JP,EU
10.6.150.194,US,APAC
10.6.151.197,IN,LATAM
10.6.152.200,DE,NA
10.6.153.203,GB,EU
10.6.154.206,BR,APAC
10.6.155.209,JP,LATAM
10.6.156.212,US,NA
10.6.157.215,IN,EU
10.6.158.218,DE,APAC
10.6.159.221,GB,LATAM
10.6.160.224,BR,NA
10.6.161.227,JP,EU
10.6.162.230,US,APAC
10.6.163.233,IN,LATAM
10.6.164.236,DE,NA
10.6.165.239,GB,EU
10.6.166.242,BR,APAC
10.6.167.245,JP,LATAM
10.6.168.248,US,NA
10.6.169.251,IN,EU
10.6.170.254,DE,APAC
10.6.171.1,GB,LATAM
10.6.172.4,BR,NA
10.6.173.7,JP,EU
10.6.174.10,US,APAC
10.6.175.13,IN,LATAM
10.6.176.16,DE,NA
10.6.177.19,GB,EU
10.6.178.22,BR,APAC
10.6.179.25,JP,LATAM
10.6.180.28,US,NA
10.6.181.31,IN,EU
10.6.182.34,DE,APAC
10.6.183.37,GB,LATAM
10.6.184.40,BR,NA
10.6.185.43,JP,EU
10.6.186.46,US,APAC
10.6.187.49,IN,LATAM
10.6.188.52,DE,NA
10.6.189.55,GB,EU
10.6.190.58,BR,APAC
10.6.191.61,JP,LATAM
10.6.192.64,US,NA
10.6.193.67,IN,EU
10.6.194.70,DE,APAC
10.6.195.73,GB,LATAM
10.6.196.76,BR,NA
10.6.197.79,JP,EU
10.6.198.82,US,APAC
10.6.199.85,IN,LATAM
10.6.200.88,DE,NA
10.6.201.91,GB,EU
10.6.202.94,BR,APAC
10.6.203.97,JP,LATAM
10.6.204.100,US,NA
10.6.205.103,IN,EU
10.6.206.106,DE,APAC
10.6.207.109,GB,LATAM
10.6.208.112,BR,NA
10.6.209.115,JP,EU
10.6.210.118,US,APAC
10.6.211.121,IN,LATAM
10.6.212.124,DE,NA
10.6.213.127,GB,EU
10.6.214.130,BR,APAC
10.6.215.133,JP,LATAM
10.6.216.136,US,NA
10.6.217.139,IN,EU
10.6.218.142,DE,APAC
10.6.219.145,GB,LATAM
10.6.220.148,BR,NA
10.6.221.151,JP,EU
10.6.222.154,US,APAC
10.6.223.157,IN,LATAM
10.6.224.160,DE,NA
10.6.225.163,GB,EU
10.6.226.166,BR,APAC
10.6.227.169,JP,LATAM
10.6.228.172,US,NA
10.6.229.175,IN,EU
10.6.230.178,DE,APAC
10.6.231.181,GB,LATAM
10.6.232.184,BR,NA
10.6.233.187,JP,EU
10.6.234.190,US,APAC
10.6.235.193,IN,LATAM
10.6.236.196,DE,NA
10.6.237.199,GB,EU
10.6.238.202,BR,APAC
10.6.239.205,JP,LATAM
10.6.240.208,US,NA
10.6.241.211,IN,EU
10.6.242.214,DE,APAC
10.6.243.217,GB,LATAM
10.6.244.220,BR,NA
10.6.245.223,JP,EU
10.6.246.226,US,APAC
10.6.247.229,IN,LATAM
10.6.248.232,DE,NA
10.6.249.235,GB,EU
10.6.250.238,BR,APAC
10.6.251.241,JP,LATAM
10.6.252.244,US,NA
10.6.253.247,IN,EU
10.6.254.250,DE,APAC
10.6.255.253,GB,LATAM
10.7.0.0,BR,NA
10.7.1.3,JP,EU
10.7.2.6,US,APAC
10.7.3.9,IN,LATAM
10.7.4.12,DE,NA
10.7.5.15,GB,EU
10.7.6.18,BR,APAC
10.7.7.21,JP,LATAM
10.7.8.24,US,NA
10.7.9.27,IN,EU
10.7.10.30,DE,APAC
10.7.11.33,GB,LATAM
10.7.12.36,BR,NA
10.7.13.39,JP,EU
10.7.14.42,US,APAC
10.7.15.45,IN,LATAM
10.7.16.48,DE,NA
10.7.17.51,GB,EU
10.7.18.54,BR,APAC
10.7.19.57,JP,LATAM
10.7.20.60,US,NA
10.7.21.63,IN,EU
10.7.22.66,DE,APAC
10.7.23.69,GB,LATAM
10.7.24.72,BR,NA
10.7.25.75,JP,EU
10.7.26.78,US,APAC
10.7.27.81,IN,LATAM
10.7.28.84,DE,NA
10.7.29.87,GB,EU
10.7.30.90,BR,APAC
10.7.31.93,JP,LATAM
10.7.32.96,US,NA
10.7.33.99,IN,EU
10.7.34.102,DE,APAC
10.7.35.105,GB,LATAM
10.7.36.108,BR,NA
10.7.37.111,JP,EU
10.7.38.114,US,APAC
10.7.39.117,IN,LATAM
10.7.40.120,DE,NA
10.7.41.123,GB,EU
10.7.42.126,BR,APAC
10.7.43.129,JP,LATAM
10.7.44.132,US,NA
10.7.45.135,IN,EU
10.7.46.138,DE,APAC
10.7.47.141,GB,LATAM
10.7.48.144,BR,NA
10.7.49.147,JP,EU
10.7.50.150,US,APAC
10.7.51.153,IN,LATAM
10.7.52.156,DE,NA
10.7.53.159,GB,EU
10.7.54.162,BR,APAC
10.7.55.165,JP,LATAM
10.7.56.168,US,NA
10.7.57.171,IN,EU
10.7.58.174,DE,APAC
10.7.59.177,GB,LATAM
10.7.60.180,BR,NA
10.7.61.183,JP,EU
10.7.62.186,US,APAC
10.7.63.189,IN,LATAM
10.7.64.192,DE,NA
10.7.65.195,GB,EU
10.7.66.198,BR,APAC
10.7.67.201,JP,LATAM
10.7.68.204,US,NA
10.7.69.207,IN,EU
10.7.70.210,DE,APAC
10.7.71.213,GB,LATAM
10.7.72.216,BR,NA
10.7.73.219,JP,EU
10.7.74.222,US,APAC
10.7.75.225,IN,LATAM
10.7.76.228,DE,NA
10.7.77.231,GB,EU
10.7.78.234,BR,APAC
10.7.79.237,JP,LATAM
10.7.80.240,US,NA
10.7.81.243,IN,EU
10.7.82.246,DE,APAC
10.7.83.249,GB,LATAM
10.7.84.252,BR,NA
10.7.85.255,JP,EU
10.7.86.2,US,APAC
10.7.87.5,IN,LATAM
10.7.88.8,DE,NA
10.7.89.11,GB,EU
10.7.90.14,BR,APAC
10.7.91.17,JP,LATAM
10.7.92.20,US,NA
10.7.93.23,IN,EU
10.7.94.26,DE,APAC
10.7.95.29,GB,LATAM
10.7.96.32,BR,NA
10.7.97.35,JP,EU
10.7.98.38,US,APAC
10.7.99.41,IN,LATAM
10.7.100.44,DE,NA
10.7.101.47,GB,EU
10.7.102.50,BR,APAC
10.7.103.53,JP,LATAM
10.7.104.56,US,NA
10.7.105.59,IN,EU
10.7.106.62,DE,APAC
10.7.107.65,GB,LATAM
10.7.108.68,BR,NA
10.7.109.71,JP,EU
10.7.110.74,US,APAC
10.7.111.77,IN,LATAM
10.7.112.80,DE,NA
10.7.113.83,GB,EU
10.7.114.86,BR,APAC
10.7.115.89,JP,LATAM
10.7.116.92,US,NA
10.7.117.95,IN,EU
10.7.118.98,DE,APAC
10.7.119.101,GB,LATAM
10.7.120.104,BR,NA
10.7.121.107,JP,EU
10.7.122.110,US,APAC
10.7.123.113,IN,LATAM
10.7.124.116,DE,NA
