po_id,vendor_id,sku,qty,status,brand_code,warehouse_id
PO-001024,V-NIKE-01,NIKE-SKU-00024,33,closed,NIKE,WH-CHN-01
PO-001025,V-PUMA-01,PUMA-SKU-00025,34,open,PUMA,WH-KOL-01
PO-001026,V-NIKE-01,NIKE-SKU-00026,35,shipped,NIKE,WH-MUM-01
PO-001027,V-PUMA-01,PUMA-SKU-00027,36,received,PUMA,WH-DEL-01
PO-001028,V-NIKE-01,NIKE-SKU-00028,37,closed,NIKE,WH-BLR-01
PO-001029,V-PUMA-01,PUMA-SKU-00029,38,open,PUMA,WH-CHN-01
PO-001030,V-NIKE-01,NIKE-SKU-00030,39,shipped,NIKE,WH-KOL-01
PO-001031,V-PUMA-01,PUMA-SKU-00031,40,received,PUMA,WH-MUM-01
PO-001032,V-NIKE-01,NIKE-SKU-00032,41,closed,NIKE,WH-DEL-01
PO-001033,V-PUMA-01,PUMA-SKU-00033,42,open,PUMA,WH-BLR-01
PO-001034,V-NIKE-01,NIKE-SKU-00034,43,shipped,NIKE,WH-CHN-01
PO-001035,V-PUMA-01,PUMA-SKU-00035,44,received,PUMA,WH-KOL-01
PO-001036,V-NIKE-01,NIKE-SKU-00036,45,closed,NIKE,WH-MUM-01
PO-001037,V-PUMA-01,PUMA-SKU-00037,46,open,PUMA,WH-DEL-01
PO-001038,V-NIKE-01,NIKE-SKU-00038,47,shipped,NIKE,WH-BLR-01
PO-001039,V-PUMA-01,PUMA-SKU-00039,48,received,PUMA,WH-CHN-01
PO-001040,V-NIKE-01,NIKE-SKU-00040,49,closed,NIKE,WH-KOL-01
PO-001041,V-PUMA-01,PUMA-SKU-00041,50,open,PUMA,WH-MUM-01
PO-001042,V-NIKE-01,NIKE-SKU-00042,51,shipped,NIKE,WH-DEL-01
PO-001043,V-PUMA-01,PUMA-SKU-00043,52,received,PUMA,WH-BLR-01
PO-001044,V-NIKE-01,NIKE-SKU-00044,53,closed,NIKE,WH-CHN-01
PO-001045,V-PUMA-01,PUMA-SKU-00045,54,open,PUMA,WH-KOL-01
PO-001046,V-NIKE-01,NIKE-SKU-00046,55,shipped,NIKE,WH-MUM-01
PO-001047,V-PUMA-01,PUMA-SKU-00047,56,received,PUMA,WH-DEL-01
PO-001048,V-NIKE-01,NIKE-SKU-00048,57,closed,NIKE,WH-BLR-01
PO-001049,V-PUMA-01,PUMA-SKU-00049,58,open,PUMA,WH-CHN-01
PO-001050,V-NIKE-01,NIKE-SKU-00050,59,shipped,NIKE,WH-KOL-01
PO-001051,V-PUMA-01,PUMA-SKU-00051,60,received,PUMA,WH-MUM-01
PO-001052,V-NIKE-01,NIKE-SKU-00052,61,closed,NIKE,WH-DEL-01
PO-001053,V-PUMA-01,PUMA-SKU-00053,62,open,PUMA,WH-BLR-01
PO-001054,V-NIKE-01,NIKE-SKU-00054,63,shipped,NIKE,WH-CHN-01
PO-001055,V-PUMA-01,PUMA-SKU-00055,64,received,PUMA,WH-KOL-01
PO-001056,V-NIKE-01,NIKE-SKU-00056,65,closed,NIKE,WH-MUM-01
PO-001057,V-PUMA-01,PUMA-SKU-00057,66,open,PUMA,WH-DEL-01
PO-001058,V-NIKE-01,NIKE-SKU-00058,67,shipped,NIKE,WH-BLR-01
PO-001059,V-PUMA-01,PUMA-SKU-00059,68,received,PUMA,WH-CHN-01
PO-001060,V-NIKE-01,NIKE-SKU-00060,69,closed,NIKE,WH-KOL-01
PO-001061,V-PUMA-01,PUMA-SKU-00061,70,open,PUMA,WH-MUM-01
PO-001062,V-NIKE-01,NIKE-SKU-00062,71,shipped,NIKE,WH-DEL-01
PO-001063,V-PUMA-01,PUMA-SKU-00063,72,received,PUMA,WH-BLR-01
PO-001064,V-NIKE-01,NIKE-SKU-00064,73,closed,NIKE,WH-CHN-01
PO-001065,V-PUMA-01,PUMA-SKU-00065,74,open,PUMA,WH-KOL-01
PO-001066,V-NIKE-01,NIKE-SKU-00066,75,shipped,NIKE,WH-MUM-01
PO-001067,V-PUMA-01,PUMA-SKU-00067,76,received,PUMA,WH-DEL-01
PO-001068,V-NIKE-01,NIKE-SKU-00068,77,closed,NIKE,WH-BLR-01
PO-001069,V-PUMA-01,PUMA-SKU-00069,78,open,PUMA,WH-CHN-01
PO-001070,V-NIKE-01,NIKE-SKU-00070,79,shipped,NIKE,WH-KOL-01
PO-001071,V-PUMA-01,PUMA-SKU-00071,80,received,PUMA,WH-MUM-01
PO-001072,V-NIKE-01,NIKE-SKU-00072,81,closed,NIKE,WH-DEL-01
PO-001073,V-PUMA-01,PUMA-SKU-00073,82,open,PUMA,WH-BLR-01
PO-001074,V-NIKE-01,NIKE-SKU-00074,83,shipped,NIKE,WH-CHN-01
PO-001075,V-PUMA-01,PUMA-SKU-00075,84,received,PUMA,WH-KOL-01
PO-001076,V-NIKE-01,NIKE-SKU-00076,85,closed,NIKE,WH-MUM-01
PO-001077,V-PUMA-01,PUMA-SKU-00077,86,open,PUMA,WH-DEL-01
PO-001078,V-NIKE-01,NIKE-SKU-00078,87,shipped,NIKE,WH-BLR-01
PO-001079,V-PUMA-01,PUMA-SKU-00079,88,received,PUMA,WH-CHN-01
PO-001080,V-NIKE-01,NIKE-SKU-00080,89,closed,NIKE,WH-KOL-01
PO-001081,V-PUMA-01,PUMA-SKU-00081,90,open,PUMA,WH-MUM-01
PO-001082,V-NIKE-01,NIKE-SKU-00082,91,shipped,NIKE,WH-DEL-01
PO-001083,V-PUMA-01,PUMA-SKU-00083,92,received,PUMA,WH-BLR-01
PO-001084,V-NIKE-01,NIKE-SKU-00084,93,closed,NIKE,WH-CHN-01
PO-001085,V-PUMA-01,PUMA-SKU-00085,94,open,PUMA,WH-KOL-01
PO-001086,V-NIKE-01,NIKE-SKU-00086,95,shipped,NIKE,WH-MUM-01
PO-001087,V-PUMA-01,PUMA-SKU-00087,96,received,PUMA,WH-DEL-01
PO-001088,V-NIKE-01,NIKE-SKU-00088,97,closed,NIKE,WH-BLR-01
PO-001089,V-PUMA-01,PUMA-SKU-00089,98,open,PUMA,WH-CHN-01
PO-001090,V-NIKE-01,NIKE-SKU-00090,99,shipped,NIKE,WH-KOL-01
PO-001091,V-PUMA-01,PUMA-SKU-00091,100,received,PUMA,WH-MUM-01
PO-001092,V-NIKE-01,NIKE-SKU-00092,101,closed,NIKE,WH-DEL-01
PO-001093,V-PUMA-01,PUMA-SKU-00093,102,open,PUMA,WH-BLR-01
PO-001094,V-NIKE-01,NIKE-SKU-00094,103,shipped,NIKE,WH-CHN-01
PO-001095,V-PUMA-01,PUMA-SKU-00095,104,received,PUMA,WH-KOL-01
PO-001096,V-NIKE-01,NIKE-SKU-00096,105,closed,NIKE,WH-MUM-01
PO-001097,V-PUMA-01,PUMA-SKU-00097,106,open,PUMA,WH-DEL-01
PO-001098,V-NIKE-01,NIKE-SKU-00098,107,shipped,NIKE,WH-BLR-01
PO-001099,V-PUMA-01,PUMA-SKU-00099,108,received,PUMA,WH-CHN-01
PO-001100,V-NIKE-01,NIKE-SKU-00100,109,closed,NIKE,WH-KOL-01
PO-001101,V-PUMA-01,PUMA-SKU-00101,110,open,PUMA,WH-MUM-01
PO-001102,V-NIKE-01,NIKE-SKU-00102,111,shipped,NIKE,WH-DEL-01
PO-001103,V-PUMA-01,PUMA-SKU-00103,112,received,PUMA,WH-BLR-01
PO-001104,V-NIKE-01,NIKE-SKU-00104,113,closed,NIKE,WH-CHN-01
PO-001105,V-PUMA-01,PUMA-SKU-00105,114,open,PUMA,WH-KOL-01
PO-001106,V-NIKE-01,NIKE-SKU-00106,115,shipped,NIKE,WH-MUM-01
PO-001107,V-PUMA-01,PUMA-SKU-00107,116,received,PUMA,WH-DEL-01
PO-001108,V-NIKE-01,NIKE-SKU-00108,117,closed,NIKE,WH-BLR-01
PO-001109,V-PUMA-01,PUMA-SKU-00109,118,open,PUMA,WH-CHN-01
PO-001110,V-NIKE-01,NIKE-SKU-00110,119,shipped,NIKE,WH-KOL-01
PO-001111,V-PUMA-01,PUMA-SKU-00111,120,received,PUMA,WH-MUM-01
PO-001112,V-NIKE-01,NIKE-SKU-00112,121,closed,NIKE,WH-DEL-01
PO-001113,V-PUMA-01,PUMA-SKU-00113,122,open,PUMA,WH-BLR-01
PO-001114,V-NIKE-01,NIKE-SKU-00114,123,shipped,NIKE,WH-CHN-01
PO-001115,V-PUMA-01,PUMA-SKU-00115,124,received,PUMA,WH-KOL-01
PO-001116,V-NIKE-01,NIKE-SKU-00116,125,closed,NIKE,WH-MUM-01
PO-001117,V-PUMA-01,PUMA-SKU-00117,126,open,PUMA,WH-DEL-01
PO-001118,V-NIKE-01,NIKE-SKU-00118,127,shipped,NIKE,WH-BLR-01
PO-001119,V-PUMA-01,PUMA-SKU-00119,128,received,PUMA,WH-CHN-01
PO-001120,V-NIKE-01,NIKE-SKU-00120,129,closed,NIKE,WH-KOL-01
PO-001121,V-PUMA-01,PUMA-SKU-00121,130,open,PUMA,WH-MUM-01
PO-001122,V-NIKE-01,NIKE-SKU-00122,131,shipped,NIKE,WH-DEL-01
PO-001123,V-PUMA-01,PUMA-SKU-00123,132,received,PUMA,WH-BLR-01
PO-001124,V-NIKE-01,NIKE-SKU-00124,133,closed,NIKE,WH-CHN-01
PO-001125,V-PUMA-01,PUMA-SKU-00125,134,open,PUMA,WH-KOL-01
PO-001126,V-NIKE-01,NIKE-SKU-00126,135,shipped,NIKE,WH-MUM-01
PO-001127,V-PUMA-01,PUMA-SKU-00127,136,received,PUMA,WH-DEL-01
PO-001128,V-NIKE-01,NIKE-SKU-00128,137,closed,NIKE,WH-BLR-01
PO-001129,V-PUMA-01,PUMA-SKU-00129,138,open,PUMA,WH-CHN-01
PO-001130,V-NIKE-01,NIKE-SKU-00130,139,shipped,NIKE,WH-KOL-01
PO-001131,V-PUMA-01,PUMA-SKU-00131,140,received,PUMA,WH-MUM-01
PO-001132,V-NIKE-01,NIKE-SKU-00132,141,closed,NIKE,WH-DEL-01
PO-001133,V-PUMA-01,PUMA-SKU-00133,142,open,PUMA,WH-BLR-01
PO-001134,V-NIKE-01,NIKE-SKU-00134,143,shipped,NIKE,WH-CHN-01
PO-001135,V-PUMA-01,PUMA-SKU-00135,144,received,PUMA,WH-KOL-01
PO-001136,V-NIKE-01,NIKE-SKU-00136,145,closed,NIKE,WH-MUM-01
PO-001137,V-PUMA-01,PUMA-SKU-00137,146,open,PUMA,WH-DEL-01
PO-001138,V-NIKE-01,NIKE-SKU-00138,147,shipped,NIKE,WH-BLR-01
PO-001139,V-PUMA-01,PUMA-SKU-00139,148,received,PUMA,WH-CHN-01
PO-001140,V-NIKE-01,NIKE-SKU-00140,149,closed,NIKE,WH-KOL-01
PO-001141,V-PUMA-01,PUMA-SKU-00141,150,open,PUMA,WH-MUM-01
PO-001142,V-NIKE-01,NIKE-SKU-00142,151,shipped,NIKE,WH-DEL-01
PO-001143,V-PUMA-01,PUMA-SKU-00143,152,received,PUMA,WH-BLR-01
PO-001144,V-NIKE-01,NIKE-SKU-00144,153,closed,NIKE,WH-CHN-01
PO-001145,V-PUMA-01,PUMA-SKU-00145,154,open,PUMA,WH-KOL-01
PO-001146,V-NIKE-01,NIKE-SKU-00146,155,shipped,NIKE,WH-MUM-01
PO-001147,V-PUMA-01,PUMA-SKU-00147,156,received,PUMA,WH-DEL-01
PO-001148,V-NIKE-01,NIKE-SKU-00148,157,closed,NIKE,WH-BLR-01
PO-001149,V-PUMA-01,PUMA-SKU-00149,158,open,PUMA,WH-CHN-01
PO-001150,V-NIKE-01,NIKE-SKU-00150,159,shipped,NIKE,WH-KOL-01
PO-001151,V-PUMA-01,PUMA-SKU-00151,160,received,PUMA,WH-MUM-01
PO-001152,V-NIKE-01,NIKE-SKU-00152,161,closed,NIKE,WH-DEL-01
PO-001153,V-PUMA-01,PUMA-SKU-00153,162,open,PUMA,WH-BLR-01
PO-001154,V-NIKE-01,NIKE-SKU-00154,163,shipped,NIKE,WH-CHN-01
PO-001155,V-PUMA-01,PUMA-SKU-00155,164,received,PUMA,WH-KOL-01
PO-001156,V-NIKE-01,NIKE-SKU-00156,165,closed,NIKE,WH-MUM-01
PO-001157,V-PUMA-01,PUMA-SKU-00157,166,open,PUMA,WH-DEL-01
PO-001158,V-NIKE-01,NIKE-SKU-00158,167,shipped,NIKE,WH-BLR-01
PO-001159,V-PUMA-01,PUMA-SKU-00159,168,received,PUMA,WH-CHN-01
PO-001160,V-NIKE-01,NIKE-SKU-00160,169,closed,NIKE,WH-KOL-01
PO-001161,V-PUMA-01,PUMA-SKU-00161,170,open,PUMA,WH-MUM-01
PO-001162,V-NIKE-01,NIKE-SKU-00162,171,shipped,NIKE,WH-DEL-01
PO-001163,V-PUMA-01,PUMA-SKU-00163,172,received,PUMA,WH-BLR-01
PO-001164,V-NIKE-01,NIKE-SKU-00164,173,closed,NIKE,WH-CHN-01
PO-001165,V-PUMA-01,PUMA-SKU-00165,174,open,PUMA,WH-KOL-01
PO-001166,V-NIKE-01,NIKE-SKU-00166,175,shipped,NIKE,WH-MUM-01
PO-001167,V-PUMA-01,PUMA-SKU-00167,176,received,PUMA,WH-DEL-01
PO-001168,V-NIKE-01,NIKE-SKU-00168,177,closed,NIKE,WH-BLR-01
PO-001169,V-PUMA-01,PUMA-SKU-00169,178,open,PUMA,WH-CHN-01
PO-001170,V-NIKE-01,NIKE-SKU-00170,179,shipped,NIKE,WH-KOL-01
PO-001171,V-PUMA-01,PUMA-SKU-00171,180,received,PUMA,WH-MUM-01
PO-001172,V-NIKE-01,NIKE-SKU-00172,181,closed,NIKE,WH-DEL-01
PO-001173,V-PUMA-01,PUMA-SKU-00173,182,open,PUMA,WH-BLR-01
PO-001174,V-NIKE-01,NIKE-SKU-00174,183,shipped,NIKE,WH-CHN-01
PO-001175,V-PUMA-01,PUMA-SKU-00175,184,received,PUMA,WH-KOL-01
PO-001176,V-NIKE-01,NIKE-SKU-00176,185,closed,NIKE,WH-MUM-01
PO-001177,V-PUMA-01,PUMA-SKU-00177,186,open,PUMA,WH-DEL-01
PO-001178,V-NIKE-01,NIKE-SKU-00178,187,shipped,NIKE,WH-BLR-01
PO-001179,V-PUMA-01,PUMA-SKU-00179,188,received,PUMA,WH-CHN-01
PO-001180,V-NIKE-01,NIKE-SKU-00180,189,closed,NIKE,WH-KOL-01
PO-001181,V-PUMA-01,PUMA-SKU-00181,190,open,PUMA,WH-MUM-01
PO-001182,V-NIKE-01,NIKE-SKU-00182,191,shipped,NIKE,WH-DEL-01
PO-001183,V-PUMA-01,PUMA-SKU-00183,192,received,PUMA,WH-BLR-01
PO-001184,V-NIKE-01,NIKE-SKU-00184,193,closed,NIKE,WH-CHN-01
PO-001185,V-PUMA-01,PUMA-SKU-00185,194,open,PUMA,WH-KOL-01
PO-001186,V-NIKE-01,NIKE-SKU-00186,195,shipped,NIKE,WH-MUM-01
PO-001187,V-PUMA-01,PUMA-SKU-00187,196,received,PUMA,WH-DEL-01
PO-001188,V-NIKE-01,NIKE-SKU-00188,197,closed,NIKE,WH-BLR-01
PO-001189,V-PUMA-01,PUMA-SKU-00189,198,open,PUMA,WH-CHN-01
PO-001190,V-NIKE-01,NIKE-SKU-00190,199,shipped,NIKE,WH-KOL-01
PO-001191,V-PUMA-01,PUMA-SKU-00191,200,received,PUMA,WH-MUM-01
PO-001192,V-NIKE-01,NIKE-SKU-00192,201,closed,NIKE,WH-DEL-01
PO-001193,V-PUMA-01,PUMA-SKU-00193,202,open,PUMA,WH-BLR-01
PO-001194,V-NIKE-01,NIKE-SKU-00194,203,shipped,NIKE,WH-CHN-01
PO-001195,V-PUMA-01,PUMA-SKU-00195,204,received,PUMA,WH-KOL-01
PO-001196,V-NIKE-01,NIKE-SKU-00196,205,closed,NIKE,WH-MUM-01
PO-001197,V-PUMA-01,PUMA-SKU-00197,206,open,PUMA,WH-DEL-01
PO-001198,V-NIKE-01,NIKE-SKU-00198,207,shipped,NIKE,WH-BLR-01
PO-001199,V-PUMA-01,PUMA-SKU-00199,208,received,PUMA,WH-CHN-01
PO-001200,V-NIKE-01,NIKE-SKU-00200,209,closed,NIKE,WH-KOL-01
PO-001201,V-PUMA-01,PUMA-SKU-00201,10,open,PUMA,WH-MUM-01
PO-001202,V-NIKE-01,NIKE-SKU-00202,11,shipped,NIKE,WH-DEL-01
PO-001203,V-PUMA-01,PUMA-SKU-00203,12,received,PUMA,WH-BLR-01
PO-001204,V-NIKE-01,NIKE-SKU-00204,13,closed,NIKE,WH-CHN-01
PO-001205,V-PUMA-01,PUMA-SKU-00205,14,open,PUMA,WH-KOL-01
PO-001206,V-NIKE-01,NIKE-SKU-00206,15,shipped,NIKE,WH-MUM-01
PO-001207,V-PUMA-01,PUMA-SKU-00207,16,received,PUMA,WH-DEL-01
PO-001208,V-NIKE-01,NIKE-SKU-00208,17,closed,NIKE,WH-BLR-01
PO-001209,V-PUMA-01,PUMA-SKU-00209,18,open,PUMA,WH-CHN-01
PO-001210,V-NIKE-01,NIKE-SKU-00210,19,shipped,NIKE,WH-KOL-01
PO-001211,V-PUMA-01,PUMA-SKU-00211,20,received,PUMA,WH-MUM-01
PO-001212,V-NIKE-01,NIKE-SKU-00212,21,closed,NIKE,WH-DEL-01
PO-001213,V-PUMA-01,PUMA-SKU-00213,22,open,PUMA,WH-BLR-01
PO-001214,V-NIKE-01,NIKE-SKU-00214,23,shipped,NIKE,WH-CHN-01
PO-001215,V-PUMA-01,PUMA-SKU-00215,24,received,PUMA,WH-KOL-01
PO-001216,V-NIKE-01,NIKE-SKU-00216,25,closed,NIKE,WH-MUM-01
PO-001217,V-PUMA-01,PUMA-SKU-00217,26,open,PUMA,WH-DEL-01
PO-001218,V-NIKE-01,NIKE-SKU-00218,27,shipped,NIKE,WH-BLR-01
PO-001219,V-PUMA-01,PUMA-SKU-00219,28,received,PUMA,WH-CHN-01
PO-001220,V-NIKE-01,NIKE-SKU-00220,29,closed,NIKE,WH-KOL-01
PO-001221,V-PUMA-01,PUMA-SKU-00221,30,open,PUMA,WH-MUM-01
PO-001222,V-NIKE-01,NIKE-SKU-00222,31,shipped,NIKE,WH-DEL-01
PO-001223,V-PUMA-01,PUMA-SKU-00223,32,received,PUMA,WH-BLR-01
PO-001224,V-NIKE-01,NIKE-SKU-00224,33,closed,NIKE,WH-CHN-01
PO-001225,V-PUMA-01,PUMA-SKU-00225,34,open,PUMA,WH-KOL-01
PO-001226,V-NIKE-01,NIKE-SKU-00226,35,shipped,NIKE,WH-MUM-01
PO-001227,V-PUMA-01,PUMA-SKU-00227,36,received,PUMA,WH-DEL-01
PO-001228,V-NIKE-01,NIKE-SKU-00228,37,closed,NIKE,WH-BLR-01
PO-001229,V-PUMA-01,PUMA-SKU-00229,38,open,PUMA,WH-CHN-01
PO-001230,V-NIKE-01,NIKE-SKU-00230,39,shipped,NIKE,WH-KOL-01
PO-001231,V-PUMA-01,PUMA-SKU-00231,40,received,PUMA,WH-MUM-01
PO-001232,V-NIKE-01,NIKE-SKU-00232,41,closed,NIKE,WH-DEL-01
PO-001233,V-PUMA-01,PUMA-SKU-00233,42,open,PUMA,WH-BLR-01
PO-001234,V-NIKE-01,NIKE-SKU-00234,43,shipped,NIKE,WH-CHN-01
PO-001235,V-PUMA-01,PUMA-SKU-00235,44,received,PUMA,WH-KOL-01
PO-001236,V-NIKE-01,NIKE-SKU-00236,45,closed,NIKE,WH-MUM-01
PO-001237,V-PUMA-01,PUMA-SKU-00237,46,open,PUMA,WH-DEL-01
PO-001238,V-NIKE-01,NIKE-SKU-00238,47,shipped,NIKE,WH-BLR-01
PO-001239,V-PUMA-01,PUMA-SKU-00239,48,received,PUMA,WH-CHN-01
PO-001240,V-NIKE-01,NIKE-SKU-00240,49,closed,NIKE,WH-KOL-01
PO-001241,V-PUMA-01,PUMA-SKU-00241,50,open,PUMA,WH-MUM-01
PO-001242,V-NIKE-01,NIKE-SKU-00242,51,shipped,NIKE,WH-DEL-01
PO-001243,V-PUMA-01,PUMA-SKU-00243,52,received,PUMA,WH-BLR-01
PO-001244,V-NIKE-01,NIKE-SKU-00244,53,closed,NIKE,WH-CHN-01
PO-001245,V-PUMA-01,PUMA-SKU-00245,54,open,PUMA,WH-KOL-01
PO-001246,V-NIKE-01,NIKE-SKU-00246,55,shipped,NIKE,WH-MUM-01
PO-001247,V-PUMA-01,PUMA-SKU-00247,56,received,PUMA,WH-DEL-01
PO-001248,V-NIKE-01,NIKE-SKU-00248,57,closed,NIKE,WH-BLR-01
PO-001249,V-PUMA-01,PUMA-SKU-00249,58,open,PUMA,WH-CHN-01
PO-001250,V-NIKE-01,NIKE-SKU-00250,59,shipped,NIKE,WH-KOL-01
PO-001251,V-PUMA-01,PUMA-SKU-00001,60,received,PUMA,WH-MUM-01
PO-001252,V-NIKE-01,NIKE-SKU-00002,61,closed,NIKE,WH-DEL-01
PO-001253,V-PUMA-01,PUMA-SKU-00003,62,open,PUMA,WH-BLR-01
PO-001254,V-NIKE-01,NIKE-SKU-00004,63,shipped,NIKE,WH-CHN-01
PO-001255,V-PUMA-01,PUMA-SKU-00005,64,received,PUMA,WH-KOL-01
PO-001256,V-NIKE-01,NIKE-SKU-00006,65,closed,NIKE,WH-MUM-01
PO-001257,V-PUMA-01,PUMA-SKU-00007,66,open,PUMA,WH-DEL-01
PO-001258,V-NIKE-01,NIKE-SKU-00008,67,shipped,NIKE,WH-BLR-01
PO-001259,V-PUMA-01,PUMA-SKU-00009,68,received,PUMA,WH-CHN-01
PO-001260,V-NIKE-01,NIKE-SKU-00010,69,closed,NIKE,WH-KOL-01
PO-001261,V-PUMA-01,PUMA-SKU-00011,70,open,PUMA,WH-MUM-01
PO-001262,V-NIKE-01,NIKE-SKU-00012,71,shipped,NIKE,WH-DEL-01
PO-001263,V-PUMA-01,PUMA-SKU-00013,72,received,PUMA,WH-BLR-01
PO-001264,V-NIKE-01,NIKE-SKU-00014,73,closed,NIKE,WH-CHN-01
PO-001265,V-PUMA-01,PUMA-SKU-00015,74,open,PUMA,WH-KOL-01
PO-001266,V-NIKE-01,NIKE-SKU-00016,75,shipped,NIKE,WH-MUM-01
PO-001267,V-PUMA-01,PUMA-SKU-00017,76,received,PUMA,WH-DEL-01
PO-001268,V-NIKE-01,NIKE-SKU-00018,77,closed,NIKE,WH-BLR-01
PO-001269,V-PUMA-01,PUMA-SKU-00019,78,open,PUMA,WH-CHN-01
PO-001270,V-NIKE-01,NIKE-SKU-00020,79,shipped,NIKE,WH-KOL-01
PO-001271,V-PUMA-01,PUMA-SKU-00021,80,received,PUMA,WH-MUM-01
PO-001272,V-NIKE-01,NIKE-SKU-00022,81,closed,NIKE,WH-DEL-01
PO-001273,V-PUMA-01,PUMA-SKU-00023,82,open,PUMA,WH-BLR-01
PO-001274,V-NIKE-01,NIKE-SKU-00024,83,shipped,NIKE,WH-CHN-01
PO-001275,V-PUMA-01,PUMA-SKU-00025,84,received,PUMA,WH-KOL-01
PO-001276,V-NIKE-01,NIKE-SKU-00026,85,closed,NIKE,WH-MUM-01
PO-001277,V-PUMA-01,PUMA-SKU-00027,86,open,PUMA,WH-DEL-01
PO-001278,V-NIKE-01,NIKE-SKU-00028,87,shipped,NIKE,WH-BLR-01
PO-001279,V-PUMA-01,PUMA-SKU-00029,88,received,PUMA,WH-CHN-01
PO-001280,V-NIKE-01,NIKE-SKU-00030,89,closed,NIKE,WH-KOL-01
PO-001281,V-PUMA-01,PUMA-SKU-00031,90,open,PUMA,WH-MUM-01
PO-001282,V-NIKE-01,NIKE-SKU-00032,91,shipped,NIKE,WH-DEL-01
PO-001283,V-PUMA-01,PUMA-SKU-00033,92,received,PUMA,WH-BLR-01
PO-001284,V-NIKE-01,NIKE-SKU-00034,93,closed,NIKE,WH-CHN-01
PO-001285,V-PUMA-01,PUMA-SKU-00035,94,open,PUMA,WH-KOL-01
PO-001286,V-NIKE-01,NIKE-SKU-00036,95,shipped,NIKE,WH-MUM-01
PO-001287,V-PUMA-01,PUMA-SKU-00037,96,received,PUMA,WH-DEL-01
PO-001288,V-NIKE-01,NIKE-SKU-00038,97,closed,NIKE,WH-BLR-01
PO-001289,V-PUMA-01,PUMA-SKU-00039,98,open,PUMA,WH-CHN-01
PO-001290,V-NIKE-01,NIKE-SKU-00040,99,shipped,NIKE,WH-KOL-01
PO-001291,V-PUMA-01,PUMA-SKU-00041,100,received,PUMA,WH-MUM-01
PO-001292,V-NIKE-01,NIKE-SKU-00042,101,closed,NIKE,WH-DEL-01
PO-001293,V-PUMA-01,PUMA-SKU-00043,102,open,PUMA,WH-BLR-01
PO-001294,V-NIKE-01,NIKE-SKU-00044,103,shipped,NIKE,WH-CHN-01
PO-001295,V-PUMA-01,PUMA-SKU-00045,104,received,PUMA,WH-KOL-01
PO-001296,V-NIKE-01,NIKE-SKU-00046,105,closed,NIKE,WH-MUM-01
PO-001297,V-PUMA-01,PUMA-SKU-00047,106,open,PUMA,WH-DEL-01
PO-001298,V-NIKE-01,NIKE-SKU-00048,107,shipped,NIKE,WH-BLR-01
PO-001299,V-PUMA-01,PUMA-SKU-00049,108,received,PUMA,WH-CHN-01
PO-001300,V-NIKE-01,NIKE-SKU-00050,109,closed,NIKE,WH-KOL-01
PO-001301,V-PUMA-01,PUMA-SKU-00051,110,open,PUMA,WH-MUM-01
PO-001302,V-NIKE-01,NIKE-SKU-00052,111,shipped,NIKE,WH-DEL-01
PO-001303,V-PUMA-01,PUMA-SKU-00053,112,received,PUMA,WH-BLR-01
PO-001304,V-NIKE-01,NIKE-SKU-00054,113,closed,NIKE,WH-CHN-01
PO-001305,V-PUMA-01,PUMA-SKU-00055,114,open,PUMA,WH-KOL-01
PO-001306,V-NIKE-01,NIKE-SKU-00056,115,shipped,NIKE,WH-MUM-01
PO-001307,V-PUMA-01,PUMA-SKU-00057,116,received,PUMA,WH-DEL-01
PO-001308,V-NIKE-01,NIKE-SKU-00058,117,closed,NIKE,WH-BLR-01
PO-001309,V-PUMA-01,PUMA-SKU-00059,118,open,PUMA,WH-CHN-01
PO-001310,V-NIKE-01,NIKE-SKU-00060,119,shipped,NIKE,WH-KOL-01
PO-001311,V-PUMA-01,PUMA-SKU-00061,120,received,PUMA,WH-MUM-01
PO-001312,V-NIKE-01,NIKE-SKU-00062,121,closed,NIKE,WH-DEL-01
PO-001313,V-PUMA-01,PUMA-SKU-00063,122,open,PUMA,WH-BLR-01
PO-001314,V-NIKE-01,NIKE-SKU-00064,123,shipped,NIKE,WH-CHN-01
PO-001315,V-PUMA-01,PUMA-SKU-00065,124,received,PUMA,WH-KOL-01
PO-001316,V-NIKE-01,NIKE-SKU-00066,125,closed,NIKE,WH-MUM-01
PO-001317,V-PUMA-01,PUMA-SKU-00067,126,open,PUMA,WH-DEL-01
PO-001318,V-NIKE-01,NIKE-SKU-00068,127,shipped,NIKE,WH-BLR-01
PO-001319,V-PUMA-01,PUMA-SKU-00069,128,received,PUMA,WH-CHN-01
PO-001320,V-NIKE-01,NIKE-SKU-00070,129,closed,NIKE,WH-KOL-01
PO-001321,V-PUMA-01,PUMA-SKU-00071,130,open,PUMA,WH-MUM-01
PO-001322,V-NIKE-01,NIKE-SKU-00072,131,shipped,NIKE,WH-DEL-01
PO-001323,V-PUMA-01,PUMA-SKU-00073,132,received,PUMA,WH-BLR-01
PO-001324,V-NIKE-01,NIKE-SKU-00074,133,closed,NIKE,WH-CHN-01
PO-001325,V-PUMA-01,PUMA-SKU-00075,134,open,PUMA,WH-KOL-01
PO-001326,V-NIKE-01,NIKE-SKU-00076,135,shipped,NIKE,WH-MUM-01
PO-001327,V-PUMA-01,PUMA-SKU-00077,136,received,PUMA,WH-DEL-01
PO-001328,V-NIKE-01,NIKE-SKU-00078,137,closed,NIKE,WH-BLR-01
